timestamp,open,high,low,close,volume
2020-05-11 16:00:00,213.6200,213.6900,213.1400,213.1800,163456
2020-05-11 15:59:00,213.7700,213.8300,213.6000,213.6100,68674
2020-05-11 15:58:00,213.7800,213.8800,213.6500,213.8000,68510
2020-05-11 15:57:00,213.9300,213.9300,213.6600,213.7800,52451
2020-05-11 15:56:00,213.7800,214.0200,213.7800,213.9400,58681
2020-05-11 15:55:00,213.9400,214.1400,213.6700,213.7598,91509
2020-05-11 15:54:00,214.1200,214.1500,213.8900,213.9500,46057
2020-05-11 15:53:00,214.3800,214.4300,214.0000,214.1400,71027
2020-05-11 15:52:00,214.3844,214.4838,214.3100,214.3600,47116
2020-05-11 15:51:00,214.1100,214.4600,213.9000,214.3850,97381
2020-05-11 15:50:00,214.1800,214.3100,214.0600,214.1500,27329
2020-05-11 15:49:00,214.1900,214.3900,214.1300,214.1800,29877
2020-05-11 15:48:00,214.2599,214.3200,214.1100,214.2100,24290
2020-05-11 15:47:00,214.0700,214.2500,214.0400,214.2400,106965
2020-05-11 15:46:00,214.0510,214.2000,214.0300,214.1300,43197
2020-05-11 15:45:00,214.0700,214.1500,213.9600,214.0000,14967
2020-05-11 15:44:00,214.0200,214.0900,213.9836,214.0800,17517
2020-05-11 15:43:00,214.1500,214.1700,214.0201,214.0201,22383
2020-05-11 15:42:00,214.1886,214.2500,214.0900,214.1400,16579
2020-05-11 15:41:00,214.2300,214.3400,214.1200,214.2000,30425
2020-05-11 15:40:00,214.0900,214.2100,214.0600,214.2000,24754
2020-05-11 15:39:00,213.9900,214.1900,213.9600,214.0750,31603
2020-05-11 15:38:00,213.9400,214.0800,213.9000,214.0100,28598
2020-05-11 15:37:00,213.9200,213.9600,213.8000,213.9300,25185
2020-05-11 15:36:00,213.9100,214.0500,213.8550,213.9000,28806
2020-05-11 15:35:00,214.0700,214.1200,213.8900,213.9000,28206
2020-05-11 15:34:00,214.0000,214.1200,213.8900,214.0700,28933
2020-05-11 15:33:00,214.0900,214.2100,213.9600,214.0150,23784
2020-05-11 15:32:00,214.3000,214.3300,214.0200,214.0595,31312
2020-05-11 15:31:00,214.1700,214.3300,214.0700,214.3300,30690
2020-05-11 15:30:00,214.0900,214.2000,214.0589,214.1702,22003
2020-05-11 15:29:00,213.9800,214.1400,213.9799,214.0603,21735
2020-05-11 15:28:00,214.0342,214.0400,213.9200,214.0000,24950
2020-05-11 15:27:00,214.1800,214.2100,213.9100,214.0200,44015
2020-05-11 15:26:00,214.3500,214.4200,214.1600,214.1750,57743
2020-05-11 15:25:00,214.4040,214.4300,214.2900,214.3300,20167
2020-05-11 15:24:00,214.5500,214.5918,214.3700,214.4101,34976
2020-05-11 15:23:00,214.5200,214.6600,214.5200,214.5800,44466
2020-05-11 15:22:00,214.5100,214.5100,214.3300,214.4700,33316
2020-05-11 15:21:00,214.5700,214.5800,214.4800,214.5100,12612
2020-05-11 15:20:00,214.7400,214.7600,214.4398,214.5700,28175
2020-05-11 15:19:00,214.6900,214.7928,214.6650,214.7300,14589
2020-05-11 15:18:00,214.7300,214.8100,214.6500,214.6700,14593
2020-05-11 15:17:00,214.7400,214.8400,214.7001,214.7400,23170
2020-05-11 15:16:00,214.6500,214.7700,214.6200,214.7500,34234
2020-05-11 15:15:00,214.5900,214.6749,214.5900,214.6400,14733
2020-05-11 15:14:00,214.8201,214.8300,214.6100,214.6300,19347
2020-05-11 15:13:00,214.9350,214.9400,214.7000,214.8300,23340
2020-05-11 15:12:00,214.9700,214.9800,214.8800,214.9500,17240
