timestamp,open,high,low,close,volume
2020-05-11 16:00:00,123.8400,123.8500,123.6600,123.6700,93617
2020-05-11 15:59:00,123.7350,123.8500,123.7300,123.8425,67563
2020-05-11 15:58:00,123.6400,123.7500,123.6350,123.7300,33084
2020-05-11 15:57:00,123.7100,123.7200,123.6100,123.6600,40936
2020-05-11 15:56:00,123.6000,123.7200,123.5650,123.7100,33495
2020-05-11 15:55:00,123.6600,123.6800,123.5700,123.6000,21989
2020-05-11 15:54:00,123.6200,123.6800,123.6100,123.6600,16907
2020-05-11 15:53:00,123.6700,123.7200,123.5700,123.6300,32516
2020-05-11 15:52:00,123.6300,123.7100,123.6300,123.6700,32643
2020-05-11 15:51:00,123.5800,123.7000,123.4100,123.6300,48795
2020-05-11 15:50:00,123.6300,123.6800,123.6000,123.6000,22332
2020-05-11 15:49:00,123.6500,123.6650,123.6100,123.6300,9883
2020-05-11 15:48:00,123.6300,123.6800,123.6100,123.6600,7524
2020-05-11 15:47:00,123.6600,123.6600,123.6100,123.6200,18608
2020-05-11 15:46:00,123.6850,123.7300,123.6700,123.6700,16963
2020-05-11 15:45:00,123.7000,123.7300,123.6700,123.6800,8566
2020-05-11 15:44:00,123.6600,123.7100,123.6500,123.6900,13068
2020-05-11 15:43:00,123.5620,123.6700,123.5600,123.6700,15304
2020-05-11 15:42:00,123.5800,123.5900,123.5400,123.5700,15065
2020-05-11 15:41:00,123.6088,123.6600,123.5800,123.6000,17247
2020-05-11 15:40:00,123.5500,123.6200,123.5300,123.6000,9190
2020-05-11 15:39:00,123.6200,123.6450,123.5600,123.5700,8304
2020-05-11 15:38:00,123.6510,123.6700,123.6100,123.6300,8164
2020-05-11 15:37:00,123.5600,123.6600,123.5600,123.6400,9245
2020-05-11 15:36:00,123.6200,123.6200,123.5000,123.5500,22678
2020-05-11 15:35:00,123.7200,123.7200,123.6200,123.6300,10331
2020-05-11 15:34:00,123.6600,123.7260,123.6300,123.7260,10286
2020-05-11 15:33:00,123.6100,123.7200,123.6000,123.6600,13895
2020-05-11 15:32:00,123.7100,123.7200,123.5700,123.6000,14573
2020-05-11 15:31:00,123.6800,123.7600,123.6600,123.7200,20000
2020-05-11 15:30:00,123.7000,123.7200,123.6800,123.6988,11287
2020-05-11 15:29:00,123.6900,123.7200,123.6500,123.7000,13888
2020-05-11 15:28:00,123.6750,123.6800,123.6400,123.6800,7151
2020-05-11 15:27:00,123.5800,123.6850,123.5700,123.6800,5785
2020-05-11 15:26:00,123.5900,123.6100,123.5700,123.5800,5933
2020-05-11 15:25:00,123.5750,123.5900,123.5100,123.5600,7780
2020-05-11 15:24:00,123.5400,123.5500,123.5099,123.5500,11725
2020-05-11 15:23:00,123.5050,123.5800,123.5050,123.5799,10421
2020-05-11 15:22:00,123.5900,123.5900,123.4900,123.4900,18994
2020-05-11 15:21:00,123.5600,123.5800,123.5400,123.5700,12653
2020-05-11 15:20:00,123.5950,123.6050,123.5200,123.5500,13278
2020-05-11 15:19:00,123.6500,123.6900,123.5850,123.5950,14700
2020-05-11 15:18:00,123.7100,123.7195,123.6200,123.6400,8749
2020-05-11 15:17:00,123.7000,123.7300,123.6900,123.6900,8391
2020-05-11 15:16:00,123.6800,123.7099,123.6800,123.6950,9263
2020-05-11 15:15:00,123.7000,123.7000,123.6400,123.6800,7440
2020-05-11 15:14:00,123.8000,123.8000,123.7050,123.7050,8032
2020-05-11 15:13:00,123.8700,123.8700,123.7900,123.8050,13346
2020-05-11 15:12:00,123.9200,123.9300,123.8600,123.8700,10586
2020-05-11 15:11:00,123.8700,123.9300,123.8500,123.9200,6589
