timestamp,open,high,low,close,volume
2020-05-11 16:00:00,1405.0000,1405.3199,1403.1400,1403.2800,13440
2020-05-11 15:59:00,1405.2350,1405.7400,1405.0200,1405.1801,7672
2020-05-11 15:58:00,1405.4600,1405.9399,1404.5300,1405.2900,6947
2020-05-11 15:57:00,1405.0000,1405.7200,1403.0000,1405.0699,8864
2020-05-11 15:56:00,1405.0500,1405.4600,1404.5900,1404.6001,5901
2020-05-11 15:55:00,1404.5400,1405.9000,1404.1700,1404.5601,9637
2020-05-11 15:54:00,1404.8199,1405.7500,1404.1700,1404.3400,7029
2020-05-11 15:53:00,1407.5699,1407.8750,1406.0900,1406.1448,4367
2020-05-11 15:52:00,1408.4301,1408.4301,1407.5699,1407.5699,3216
2020-05-11 15:51:00,1406.0000,1409.2250,1405.0000,1407.3500,8186
2020-05-11 15:50:00,1407.3900,1408.3600,1406.3300,1406.8199,6781
2020-05-11 15:49:00,1407.8981,1408.6600,1407.2500,1407.2500,4084
2020-05-11 15:48:00,1407.6200,1408.9600,1407.4301,1407.9600,7175
2020-05-11 15:47:00,1406.9700,1407.4000,1406.9700,1407.2750,3146
2020-05-11 15:46:00,1407.2300,1408.0000,1406.8700,1407.4800,8155
2020-05-11 15:45:00,1407.6899,1408.0000,1406.8000,1407.0500,7561
2020-05-11 15:44:00,1407.7678,1407.7678,1407.3300,1407.4800,2781
2020-05-11 15:43:00,1407.7800,1408.3101,1407.6500,1407.6801,3584
2020-05-11 15:42:00,1407.7900,1408.4000,1407.3101,1408.0699,5080
2020-05-11 15:41:00,1407.9301,1409.3500,1407.7201,1408.1984,3460
2020-05-11 15:40:00,1407.3311,1407.9500,1407.0900,1407.8800,2990
2020-05-11 15:39:00,1406.0000,1407.5100,1405.6400,1407.4000,6668
2020-05-11 15:38:00,1407.6400,1407.8300,1406.0100,1406.0950,6896
2020-05-11 15:37:00,1406.8000,1407.5400,1406.8000,1407.5300,1277
2020-05-11 15:36:00,1407.9500,1408.6500,1407.8900,1408.0800,6443
2020-05-11 15:35:00,1410.3101,1410.3101,1408.2000,1408.4800,3836
2020-05-11 15:34:00,1409.2900,1410.3000,1409.1400,1409.6600,3327
2020-05-11 15:33:00,1409.4301,1410.5100,1408.9700,1409.7700,4105
2020-05-11 15:32:00,1410.6580,1410.6580,1409.2148,1409.2148,3111
2020-05-11 15:31:00,1410.9700,1411.5300,1410.6100,1410.8307,5084
2020-05-11 15:30:00,1410.9200,1411.7700,1410.9000,1410.9000,5570
2020-05-11 15:29:00,1410.1000,1411.7200,1410.1000,1410.9200,3851
2020-05-11 15:28:00,1410.3800,1410.6700,1410.0800,1410.1000,1515
2020-05-11 15:27:00,1410.4100,1410.7600,1410.3700,1410.3800,2068
2020-05-11 15:26:00,1411.5560,1411.6199,1410.4000,1410.4000,3306
2020-05-11 15:25:00,1411.8694,1411.8694,1411.6240,1411.6240,780
2020-05-11 15:24:00,1411.8938,1411.8938,1411.1700,1411.1700,907
2020-05-11 15:23:00,1412.4800,1412.6740,1412.1978,1412.3800,1519
2020-05-11 15:22:00,1413.9410,1413.9410,1411.7162,1411.7162,3808
2020-05-11 15:21:00,1413.6200,1413.9449,1413.3600,1413.9449,2020
2020-05-11 15:20:00,1414.1899,1414.3199,1413.4910,1414.2900,6285
2020-05-11 15:19:00,1413.8199,1414.4050,1413.8199,1414.4000,1099
2020-05-11 15:18:00,1414.8700,1414.8800,1414.1899,1414.1899,2469
2020-05-11 15:17:00,1414.3250,1414.8800,1413.7701,1414.5306,1558
2020-05-11 15:16:00,1413.5022,1414.8300,1413.5022,1414.8300,1501
2020-05-11 15:15:00,1412.9500,1413.5000,1412.7700,1413.3850,1383
2020-05-11 15:14:00,1414.3500,1414.3500,1413.1600,1413.1600,1816
2020-05-11 15:13:00,1414.0000,1414.0950,1413.6188,1414.0900,1902
2020-05-11 15:12:00,1415.7050,1416.1200,1414.9070,1415.0210,3978
2020-05-11 15:11:00,1414.5200,1416.5300,1414.5200,1416.5300,3895
2020-05-11 15:10:00,1414.3400,1414.5028,1414.3400,1414.4449,1305
2020-05-11 15:09:00,1414.6670,1414.7200,1413.7300,1414.3101,3362
2020-05-11 15:08:00,1414.5649,1415.0000,1414.4500,1414.4501,3047
2020-05-11 15:07:00,1413.9900,1414.6300,1413.9000,1414.4900,2771
2020-05-11 15:06:00,1413.5699,1413.8323,1413.1486,1413.4664,1632
2020-05-11 15:05:00,1414.3400,1414.3400,1413.6600,1414.0000,3736
2020-05-11 15:04:00,1414.4500,1414.4500,1414.0000,1414.0000,1539
2020-05-11 15:03:00,1414.2587,1414.7500,1413.9160,1414.0699,6352
2020-05-11 15:02:00,1414.1700,1414.5900,1414.0750,1414.4500,3306
2020-05-11 15:01:00,1413.9900,1414.5900,1413.7588,1414.1000,4037
2020-05-11 15:00:00,1414.3700,1414.3700,1413.5699,1413.5699,1992
2020-05-11 14:59:00,1414.0000,1414.0334,1414.0000,1414.0000,782
2020-05-11 14:57:00,1414.0500,1414.1050,1413.7600,1413.7600,1711
2020-05-11 14:56:00,1414.4575,1414.4575,1413.7600,1413.9110,2466
2020-05-11 14:55:00,1414.1300,1414.5601,1413.8800,1414.4550,2157
2020-05-11 14:54:00,1414.3966,1414.3966,1414.1119,1414.2800,1059
2020-05-11 14:53:00,1413.8085,1414.5800,1413.6270,1414.5800,2912
2020-05-11 14:52:00,1413.8500,1413.9301,1413.8250,1413.9301,1196
2020-05-11 14:51:00,1413.6450,1413.6450,1413.3000,1413.4800,2064
2020-05-11 14:50:00,1413.4010,1413.8000,1413.1265,1413.1265,1015
2020-05-11 14:49:00,1412.4700,1413.5100,1412.4700,1413.4000,946
2020-05-11 14:48:00,1411.3243,1411.7700,1410.7900,1411.7700,1179
2020-05-11 14:47:00,1412.2736,1412.2736,1411.5864,1411.5864,568
2020-05-11 14:46:00,1411.6899,1412.2400,1411.6899,1412.2400,927
2020-05-11 14:45:00,1412.4933,1412.7100,1411.9700,1411.9700,3277
2020-05-11 14:44:00,1413.0200,1413.0200,1412.4200,1412.4351,1674
2020-05-11 14:43:00,1412.6500,1412.9900,1412.6000,1412.9100,1988
2020-05-11 14:42:00,1412.9200,1412.9899,1412.5398,1412.5398,1327
2020-05-11 14:41:00,1413.3900,1413.3900,1412.6565,1412.9100,2668
2020-05-11 14:40:00,1412.8199,1413.1699,1412.7600,1413.1365,1986
2020-05-11 14:39:00,1413.6700,1413.8400,1413.0500,1413.2050,2952
2020-05-11 14:38:00,1412.8000,1413.8879,1412.8000,1413.5800,3771
2020-05-11 14:37:00,1411.5649,1412.6392,1411.1100,1412.6392,3314
2020-05-11 14:36:00,1411.5500,1411.6200,1411.4177,1411.6200,1286
2020-05-11 14:35:00,1411.0900,1411.1400,1410.8400,1411.0750,1713
2020-05-11 14:34:00,1409.9000,1411.2500,1409.7000,1411.2500,5150
2020-05-11 14:33:00,1409.8000,1409.8000,1409.6520,1409.6520,433
2020-05-11 14:32:00,1409.4456,1409.8260,1409.4456,1409.8260,1073
2020-05-11 14:31:00,1408.9449,1410.1200,1408.9449,1410.1200,3847
2020-05-11 14:30:00,1408.2200,1409.3000,1408.2200,1409.0293,2586
2020-05-11 14:29:00,1408.4283,1408.4283,1408.1069,1408.1069,464
